Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Website URL,Source
ORAL D,,+91 80 4093 5266,Chinmaya Mission Hospital Rd,4.9,712,Unknown,https://www.google.com/maps/place/ORAL+D/data=!4m7!3m6!1s0x3bae154c3ef99f5b:0x1b1bc95f5644885!8m2!3d12.9779753!4d77.6359965!16s%2Fg%2F11j7f9h0qd!19sChIJW5_5PkwVrjsRhUhk9ZW8sQE?authuser=0&hl=en&rclk=1,http://www.oraldimaging.com/,Google Maps
"Invisalign Provider | Dr. Madhusmita Hegde | Indiranagar, Bangalore",,+91 70029 73244,"13th Street, above Rosh Estates, near Story Coffee & Bistro",5.0,22,Unknown,"https://www.google.com/maps/place/Invisalign+Provider+%7C+Dr.+Madhusmita+Hegde+%7C+Indiranagar,+Bangalore/data=!4m7!3m6!1s0x3bae179a0d4e2f3f:0x938ceb6677d32be5!8m2!3d12.9722337!4d77.6350355!16s%2Fg%2F11y_zzkyjs!19sChIJPy9ODZoXrjsR5SvTd2brjJM?authuser=0&hl=en&rclk=1",https://invisalignbracesbangalore.com/,Google Maps
Meenakshi's Dental Clinic,,+91 80 4113 3122,"Anjaneya Complex, HAL Old Airport Rd",4.9,106,Unknown,https://www.google.com/maps/place/Meenakshi%27s+Dental+Clinic/data=!4m7!3m6!1s0x3bae13f076f7702d:0x9ac99d617fd6fbcd!8m2!3d12.9598899!4d77.6451885!16s%2Fg%2F1tm097kn!19sChIJLXD3dvATrjsRzfvWf2GdyZo?authuser=0&hl=en&rclk=1,http://www.meenakshidental.com/,Google Maps
Yahvi Dental Clinic,,+91 93807 10895,"1st Floor, Kuppuswamy & sons complex, 1039/426, New Thippasandra Main Rd",4.9,155,Unknown,https://www.google.com/maps/place/Yahvi+Dental+Clinic/data=!4m7!3m6!1s0x3bae173916a3dcc3:0xc4e696e400987008!8m2!3d12.9724897!4d77.6516795!16s%2Fg%2F11w1vh5_c4!19sChIJw9yjFjkXrjsRCHCYAOSW5sQ?authuser=0&hl=en&rclk=1,https://www.yahvidentalclinic.com/,Google Maps
"CVL TOOTH TOWN | Braces, Aligners & Dental Implants | Indiranagar",,+91 80 4205 9104,"Ashirwad complex, 12/3,1st floor, baba mandir road",4.8,27,Unknown,"https://www.google.com/maps/place/CVL+TOOTH+TOWN+%7C+Braces,+Aligners+%26+Dental+Implants+%7C+Indiranagar/data=!4m7!3m6!1s0x3bae16a9fa990971:0xd5fdd9c49a6217b1!8m2!3d12.969661!4d77.6307056!16s%2Fg%2F1tct_wj5!19sChIJcQmZ-qkWrjsRsRdimsTZ_dU?authuser=0&hl=en&rclk=1",https://cvltoothtown.com/,Google Maps
Dr. Paul's Dental Health Care,,+91 99164 70525,"320, 4th Cross Road, 8th Main Road, Jeevan Bhima Nagar Main Rd HAL 3rd Stage, New Thippasandra",4.9,150,Unknown,https://www.google.com/maps/place/Dr.+Paul%27s+Dental+Health+Care/data=!4m7!3m6!1s0x3bae16aa0a34f4c7:0xd1556a07b194b563!8m2!3d12.9700264!4d77.6490305!16s%2Fg%2F11f3v2b1y5!19sChIJx_Q0CqoWrjsRY7WUsQdqVdE?authuser=0&hl=en&rclk=1,http://www.drpaulsdentalhealth.com/?utm_source=GMBListing&utm_medium=Organic,Google Maps
Western Dental & Orthodontics Centre,,+91 74832 11870,"1826, New Thippasandra Main Rd",4.8,55,Unknown,https://www.google.com/maps/place/Western+Dental+%26+Orthodontics+Centre/data=!4m7!3m6!1s0x3bae17004aeee8d1:0x7101d7643a9ba6e1!8m2!3d12.9721933!4d77.6509984!16s%2Fg%2F11x0phs5vy!19sChIJ0ejuSgAXrjsR4aabOmTXAXE?authuser=0&hl=en&rclk=1,http://westerndentalandorthodontics.com/,Google Maps
Emerald Dental,,+91 99198 62462,"149,1st floor,2nd main, 4th Cross Rd",5.0,123,Unknown,https://www.google.com/maps/place/Emerald+Dental/data=!4m7!3m6!1s0x3bae1786528ad1c1:0x92a13caf82c1cf01!8m2!3d12.9721938!4d77.6492004!16s%2Fg%2F11tsjz2wxr!19sChIJwdGKUoYXrjsRAc_Bgq88oZI?authuser=0&hl=en&rclk=1,https://emeralddental.in/,Google Maps
Opal dentistry,,+91 97314 16900,"2nd Floor, 3R Plaza, 4, 100 Feet Rd",4.9,380,Unknown,https://www.google.com/maps/place/Opal+dentistry/data=!4m7!3m6!1s0x3bae17a842e74367:0xbdac793bf48838cf!8m2!3d12.962942!4d77.641857!16s%2Fg%2F11h1f215_w!19sChIJZ0PnQqgXrjsRzziI9Dt5rL0?authuser=0&hl=en&rclk=1,https://www.opaldentistry.com/,Google Maps
Small Wonders- Your Child's Dental Home,,+91 96069 76655,"Ground Floor, 627, 11th Main Rd",5.0,101,Unknown,https://www.google.com/maps/place/Small+Wonders-+Your+Child%27s+Dental+Home/data=!4m7!3m6!1s0x3bae17c5a9130fc1:0xb67e8ff0c74009f5!8m2!3d12.9708569!4d77.6465651!16s%2Fg%2F11wn75f9gq!19sChIJwQ8TqcUXrjsR9QlAx_CPfrY?authuser=0&hl=en&rclk=1,https://smallwondersclinic.com/,Google Maps
"OrthoSquare Dental Clinic - New Tippasandra, Bengaluru",,+91 8071 821 118,"First Floor, Maruthi Complex, No 86/1, New Thippasandra Main Rd, nearby Anjaneya Temple",4.9,257,Unknown,"https://www.google.com/maps/place/OrthoSquare+Dental+Clinic+-+New+Tippasandra,+Bengaluru/data=!4m7!3m6!1s0x3bae1769098b17dd:0x2ef515bcf137ce2c!8m2!3d12.9732119!4d77.6476109!16s%2Fg%2F11rv0dcn65!19sChIJ3ReLCWkXrjsRLM438bwV9S4?authuser=0&hl=en&rclk=1",https://dental-clinics.orthosquare.com/near-me/bengaluru/New-Tippasandra/orthosquare-dental-clinic-in-New-Tippasandra-bengaluru--1Sp75c/home,Google Maps
Lakshmi Dental clinic,,+91 98863 58714,"247, 4th Main Rd, near BASCOM",5.0,10,Unknown,https://www.google.com/maps/place/Lakshmi+Dental+clinic/data=!4m7!3m6!1s0x3bae141c27a3675d:0x66a907d8a028299d!8m2!3d12.9655403!4d77.6364981!16s%2Fg%2F11hbgpqk85!19sChIJXWejJxwUrjsRnSkooNgHqWY?authuser=0&hl=en&rclk=1,http://llakshmi.website2.me/,Google Maps
Dr Tanisha’s Emerge Dental Studio,,+91 82968 01240,"First floor, Saibaba Mandir Road, 3138, 7th Main Rd, next to Ooty chocolates, opp. ESIC Nursing College",5.0,152,Unknown,https://www.google.com/maps/place/Dr+Tanisha%E2%80%99s+Emerge+Dental+Studio/data=!4m7!3m6!1s0x3bae17258ff3f73d:0xa4f9b26340b29668!8m2!3d12.9714622!4d77.6352329!16s%2Fg%2F11s55wydgp!19sChIJPffzjyUXrjsRaJayQGOy-aQ?authuser=0&hl=en&rclk=1,https://emergedentalstudio.com/,Google Maps
Ivory Dental Care,,+91 99002 62836,"515,7th Cross, Jeevan Bima Nagar Main Rd",4.7,67,Unknown,https://www.google.com/maps/place/Ivory+Dental+Care/data=!4m7!3m6!1s0x3bae140048ddb847:0x924a6cc9f3c622f8!8m2!3d12.9684436!4d77.6511261!16s%2Fg%2F11c1c242_c!19sChIJR7jdSAAUrjsR-CLG88lsSpI?authuser=0&hl=en&rclk=1,https://click4appointment.com/clinic-details/ivorydentalcare-2422,Google Maps
Vignesh Dental Speciality Centre,,+91 98452 13698,"Vignesh Dental Specialty Centre #904, 1st Cross, 1st Main Rd",4.9,82,Unknown,https://www.google.com/maps/place/Vignesh+Dental+Speciality+Centre/data=!4m7!3m6!1s0x3bae11e9660d45f5:0x3154d0df6000a880!8m2!3d12.9760953!4d77.6548855!16s%2Fg%2F11gpm2f1bf!19sChIJ9UUNZukRrjsRgKgAYN_QVDE?authuser=0&hl=en&rclk=1,https://www.bangaloredentistonline.com/,Google Maps
Dr.Chaitanya’s Dental Care & Implant Centre,,+91 99000 97674,"1st floor, P#7, Jeevan Bima Nagar Main Rd",4.9,257,Unknown,https://www.google.com/maps/place/Dr.Chaitanya%E2%80%99s+Dental+Care+%26+Implant+Centre/data=!4m7!3m6!1s0x3bae13ffaba948c7:0x6b815c00fe363fe3!8m2!3d12.9675505!4d77.6565571!16s%2Fg%2F1hm63093g!19sChIJx0ipq_8TrjsR4z82_gBcgWs?authuser=0&hl=en&rclk=1,https://drchaitanyasdental.com/,Google Maps
We Little,,+91 96068 97510,"557, 1st floor, 9th A Main Road, 1st Stage Rd, opposite Book Axis",4.8,133,Unknown,https://www.google.com/maps/place/We+Little/data=!4m7!3m6!1s0x3bae1707161d3669:0x38e73d430cbea306!8m2!3d12.9777044!4d77.638414!16s%2Fg%2F11khzxjpf1!19sChIJaTYdFgcXrjsRBqO-DEM95zg?authuser=0&hl=en&rclk=1,http://www.welittle.org/,Google Maps
Sage Lifestyle & Dentistry - Dental Clinic,,+91 82969 57183,"1st Floor, 17th Main Rd, opp. BERURU",5.0,14,Unknown,https://www.google.com/maps/place/Sage+Lifestyle+%26+Dentistry+-+Dental+Clinic/data=!4m7!3m6!1s0x3bae1588a1a0f8bd:0xd89ca9e2032f0f5!8m2!3d12.9636689!4d77.6411184!16s%2Fg%2F11t_snggxk!19sChIJvfigoYgVrjsR9fAyIJ7KiQ0?authuser=0&hl=en&rclk=1,https://sites.google.com/view/sagedentistry/home,Google Maps
Dr. Ashwini’s Impladent Multispeciality Dental Clinic and Implant Centre,,+91 95798 08979,"Ground Floor, Sesha Sadan, Shirdi Sai Baba Mandir Rd",4.8,54,Unknown,https://www.google.com/maps/place/Dr.+Ashwini%E2%80%99s+Impladent+Multispeciality+Dental+Clinic+and+Implant+Centre/data=!4m7!3m6!1s0x3bae17a7e4a676b7:0x7ce1e32eb49d2120!8m2!3d12.9691786!4d77.6291922!16s%2Fg%2F11x5hztgwh!19sChIJt3am5KcXrjsRICGdtC7j4Xw?authuser=0&hl=en&rclk=1,https://drashwinisimpladent.com/,Google Maps
Dr. Raphael Parambi's Dental Surgery,,+91 80 2559 7417,"22, Sunrise Chambers, 307W, Ulsoor Rd",4.9,303,Unknown,https://www.google.com/maps/place/Dr.+Raphael+Parambi%27s+Dental+Surgery/data=!4m7!3m6!1s0x3bae169b51c281b9:0x31f6867b1d12327d!8m2!3d12.9746622!4d77.6192819!16s%2Fg%2F11d_8dfy23!19sChIJuYHCUZsWrjsRfTISHXuG9jE?authuser=0&hl=en&rclk=1,https://drraphaelparambi.com/,Google Maps
"Tooth Fairy's Dental Clinic - Best Dentist in Lbs Nagar, Bangalore",,+91 99644 30254,"Shop No. 2, Ground Floor, KMR Plaza, HAL Post, 137, L B Shastri Nagar Rd, opposite Budget Mart",4.7,194,Unknown,"https://www.google.com/maps/place/Tooth+Fairy%27s+Dental+Clinic+-+Best+Dentist+in+Lbs+Nagar,+Bangalore/data=!4m7!3m6!1s0x3bae13e5a5da2969:0x7f831df94e76bb5c!8m2!3d12.9695954!4d77.6702118!16s%2Fg%2F11b7j0gn_2!19sChIJaSnapeUTrjsRXLt2Tvkdg38?authuser=0&hl=en&rclk=1",https://toothfairysdentalclinic.whitecoats.com/,Google Maps
Dr. Shraddha Bahirwani | Best Dentist Indiranagar,,+91 87488 88874,"No. 5, 6 and 7, Happiest Pearls, 80 Feet Rd",4.6,11,Unknown,https://www.google.com/maps/place/Dr.+Shraddha+Bahirwani+%7C+Best+Dentist+Indiranagar/data=!4m7!3m6!1s0x3bae158d486288c9:0x1fe526c81ee74803!8m2!3d12.967968!4d77.636635!16s%2Fg%2F11vx1gdvqm!19sChIJyYhiSI0VrjsRA0jnHsgm5R8?authuser=0&hl=en&rclk=1,https://clinics.happiesthealth.com/doctors/dr-shraddha-bahirwani?id=HLC-PRAC-2025-00038,Google Maps
Apoorva Diagnostic and Health Care,,+91 80 4095 4242,"190/1, 6th Main Rd, next to FGAG Church",3.7,246,Unknown,https://www.google.com/maps/place/Apoorva+Diagnostic+and+Health+Care/data=!4m7!3m6!1s0x3bae17d86793abdd:0x29c054120bb2b714!8m2!3d12.974065!4d77.6454992!16s%2Fg%2F11gh_mp3zz!19sChIJ3auTZ9gXrjsRFLeyCxJUwCk?authuser=0&hl=en&rclk=1,http://www.apoorvahealthcare.com/,Google Maps
"Dr Ritika Shanmugam Skin , Hair & Aesthetic Clinic - Indiranagar, Bangalore",,+91 90362 03006,"638, 11th Main Rd",5.0,296,Unknown,"https://www.google.com/maps/place/Dr+Ritika+Shanmugam+Skin+,+Hair+%26+Aesthetic+Clinic+-+Indiranagar,+Bangalore/data=!4m7!3m6!1s0x3bae1750dce6770d:0x917b977dee63a297!8m2!3d12.9707545!4d77.6451354!16s%2Fg%2F11y9hvby2l!19sChIJDXfm3FAXrjsRl6Jj7n2Xe5E?authuser=0&hl=en&rclk=1",https://www.drritikashanmugam.com/,Google Maps
The Retina Clinic,,+91 80 4126 1776,"305, 6th Main Rd",4.4,82,Unknown,https://www.google.com/maps/place/The+Retina+Clinic/data=!4m7!3m6!1s0x3bae16a8ea7f843f:0x20fdce79d0bcc29a!8m2!3d12.973786!4d77.6436524!16s%2Fg%2F1tjddmr2!19sChIJP4R_6qgWrjsRmsK80HnO_SA?authuser=0&hl=en&rclk=1,http://www.theretinaclinic.com/,Google Maps
Sri Vinayaka Enterprises,,+91 78957 80931,"285, 6th Cross Rd, next to Sri Vinayaka Enterprises",5.0,3,No,https://www.google.com/maps/place/Sri+Vinayaka+Enterprises/data=!4m7!3m6!1s0x3bae17438c9cadcd:0x80cee2f266c91407!8m2!3d12.9791587!4d77.6403089!16s%2Fg%2F11fct4fgdb!19sChIJza2cjEMXrjsRBxTJZvLizoA?authuser=0&hl=en&rclk=1,https://srivinayaka-enterprises.com/,Google Maps
Chinmaya Mission Hospital,,+91 80 2502 6100,"Krishna Temple, 1 1, Chinmaya Mission Hospital Rd",4.4,10054,Unknown,https://www.google.com/maps/place/Chinmaya+Mission+Hospital/data=!4m7!3m6!1s0x3bae16ae5f7d018f:0x5ac5e27509b39791!8m2!3d12.9778862!4d77.6461979!16s%2Fg%2F1tcvmqgt!19sChIJjwF9X64WrjsRkZezCXXixVo?authuser=0&hl=en&rclk=1,https://www.cmhblr.com/,Google Maps
Dr. Rajesh Hospitals Eye and Dental,,+91 80 2527 2527,"1180, 12th B Main Rd",4.3,189,Unknown,https://www.google.com/maps/place/Dr.+Rajesh+Hospitals+Eye+and+Dental/data=!4m7!3m6!1s0x3bae155147489879:0xb97910dfcfb35cfe!8m2!3d12.9688943!4d77.6421558!16s%2Fg%2F11btmcbxhx!19sChIJeZhIR1EVrjsR_lyzz98Qebk?authuser=0&hl=en&rclk=1,https://drrajeshhospitals.wordpress.com/about/,Google Maps
Procure Dental- Indiranagar,,+91 63646 43830,"No:1, 19th A cross, Chinmaya Mission Hospital Rd, opp. Metro pillar 101",4.9,29,Unknown,https://www.google.com/maps/place/Procure+Dental-+Indiranagar/data=!4m7!3m6!1s0x3bae170e2765646b:0xf429eeb85fbb3a0b!8m2!3d12.9783017!4d77.6303199!16s%2Fg%2F11pkbkkndv!19sChIJa2RlJw4XrjsRCzq7X7juKfQ?authuser=0&hl=en&rclk=1,https://www.procuredental.co.in/,Google Maps
Banyan Dental Care,,+918971567992,"First Floor, Lakshmi Complex Wind Tunnel Road Bengaluru",0.0,0,Unknown,,https://banyandentalcarenaples.com/our-services/implant-supported-dentures,OpenStreetMap
YashChar Dental Studio,,+91 96209 00048,"71/2, 6th Cross Rd",5.0,18,Unknown,https://www.google.com/maps/place/YashChar+Dental+Studio/data=!4m7!3m6!1s0x3bae15c0ab02ccad:0x225ae0d4c1324316!8m2!3d12.9620209!4d77.6349892!16s%2Fg%2F11s4_qw7bl!19sChIJrcwCq8AVrjsRFkMywdTgWiI?authuser=0&hl=en&rclk=1,https://drkomala.drxpro.in/,Google Maps
"Partha Dental Clinic -Whitefield, Bangalore",,+91 81231 30008,"POLICE STATION, Whitefield Main Rd, above Bandhan Bank, next to Whitefield",4.7,684,Unknown,"https://www.google.com/maps/place/Partha+Dental+Clinic+-Whitefield,+Bangalore/data=!4m7!3m6!1s0x3bae0dfe73f2a63d:0x73cb432aa4158c52!8m2!3d12.9753874!4d77.7511783!16s%2Fg%2F11g86v_fc0!19sChIJPabyc_4NrjsRUowVpCpDy3M?authuser=0&hl=en&rclk=1",https://parthadental.com/dental-skin-hair-clinic-whitefield/?utm_source=google&utm_medium=gmb&utm_campaign=whitefield,Google Maps
"Clove Dental Clinic - Whitefield, Bangalore",,+91 40 3824 5712,"Whitefield Main Rd, above Dominos",4.7,768,Unknown,"https://www.google.com/maps/place/Clove+Dental+Clinic+-+Whitefield,+Bangalore/data=!4m7!3m6!1s0x3bae0df9362a729f:0x92bb396185dff2e9!8m2!3d12.9684189!4d77.7494728!16s%2Fg%2F11gcmmqc0g!19sChIJn3IqNvkNrjsR6fLfhWE5u5I?authuser=0&hl=en&rclk=1",https://clovedental.in/dentist-near-me/bengaluru/whitefield?utm_source=website&utm_medium=gmb&utm_campaign=Whitefield_GMB,Google Maps
Smile Zone Dental Speciality Centre,,+91 99006 00868,"275, 2nd Floor, Whitefield Main Road, Landmark:, beside Vijaya Bank, next to Cult Fitness and Domino”s Pizza",4.8,307,Unknown,https://www.google.com/maps/place/Smile+Zone+Dental+Speciality+Centre/data=!4m7!3m6!1s0x3bae11e533e51607:0xb055c46d3f22ba1f!8m2!3d12.9682602!4d77.7494807!16s%2Fg%2F1tfjp423!19sChIJBxblM-URrjsRH7oiP23EVbA?authuser=0&hl=en&rclk=1,http://dentalclinicinwhitefield.com/,Google Maps
Ivory Smiles Dental Clinic,,+91 96863 28068,"2 nd floor, above Mia by tanishq,6 th cross, Whitefield Main Rd",5.0,234,Unknown,https://www.google.com/maps/place/Ivory+Smiles+Dental+Clinic/data=!4m7!3m6!1s0x3bae0d864a093cf9:0x3d36856a5730b5be!8m2!3d12.9628156!4d77.7482186!16s%2Fg%2F11kk8557_n!19sChIJ-TwJSoYNrjsRvrUwV2qFNj0?authuser=0&hl=en&rclk=1,http://www.ivorysmilesdentalclinic.com/,Google Maps
The Smile Clinic | Multispecialty Dental Clinic and Implantology Centre,,+91 70198 07631,"82/2, Borewell Rd",4.9,70,Unknown,https://www.google.com/maps/place/The+Smile+Clinic+%7C+Multispecialty+Dental+Clinic+and+Implantology+Centre/data=!4m7!3m6!1s0x3bae0d5d6b89ab31:0xe8180004c75c6381!8m2!3d12.9685398!4d77.7456955!16s%2Fg%2F11myl51_tw!19sChIJMauJa10NrjsRgWNcxwQAGOg?authuser=0&hl=en&rclk=1,https://www.thesmileclinic.co.in/best-dental-clinic-whitefield,Google Maps
"Smaya's Dento Care - Whitefield, Bangalore",,+91 73385 49494,"Second Floor, Bangalore Pet Hospital Building, Varthur Main Rd",4.9,505,Unknown,"https://www.google.com/maps/place/Smaya%27s+Dento+Care+-+Whitefield,+Bangalore/data=!4m7!3m6!1s0x3bae13534964e063:0x2c8027944379161c!8m2!3d12.9557983!4d77.730203!16s%2Fg%2F11s4rndk1r!19sChIJY-BkSVMTrjsRHBZ5Q5QngCw?authuser=0&hl=en&rclk=1",https://www.smayasdentocare.com/,Google Maps
Dentalign Orthodontics,,+91 80 4112 1192,"Sai Gandhi Square, Marathahalli Main Rd, near Adarsh",4.8,835,Unknown,https://www.google.com/maps/place/Dentalign+Orthodontics/data=!4m7!3m6!1s0x3bae120a31dbfcc9:0xb564da89245d0cbe!8m2!3d12.9566348!4d77.742662!16s%2Fg%2F1tgr_ck1!19sChIJyfzbMQoSrjsRvgxdJInaZLU?authuser=0&hl=en&rclk=1,http://www.dentalign.in/,Google Maps
My dental world Whitefield (Dental and physiotherapy clinic),,+91 81052 79462,"Shop-7, 131, Ecc road, My Dental World.Whitefield Pattanduru Agrahara village, next to Loyal mart, opp. to SUMADHURA MADHURAM",4.9,93,Unknown,https://www.google.com/maps/place/My+dental+world+Whitefield+%28Dental+and+physiotherapy+clinic%29/data=!4m7!3m6!1s0x3bae11384a4014ff:0x53610880b67fed8e!8m2!3d12.9830818!4d77.743906!16s%2Fg%2F11sfkq2x5q!19sChIJ_xRASjgRrjsRju1_toAIYVM?authuser=0&hl=en&rclk=1,https://mydentalworld-whitefield.com/,Google Maps
Apollo Dental Clinic,,+91 80500 37070,"Survey no 14 ,1st floor, No 75/2, Whitefield Main Rd, next to Kotak Mahindra Bank, opp. to Hindustan Unilever LTD",4.4,206,Unknown,https://www.google.com/maps/place/Apollo+Dental+Clinic/data=!4m7!3m6!1s0x3bae0df9cf25c75d:0x2e64b506864a0426!8m2!3d12.9643036!4d77.7487762!16s%2Fg%2F11bbt3jnl5!19sChIJXcclz_kNrjsRJgRKhga1ZC4?authuser=0&hl=en&rclk=1,https://apollodental.in/?utm_source=GMB&utm_medium=GMBWebsiteButton&utm_campaign=GMBWhitefield,Google Maps
AS Health - Dental clinic in Whitefield | Skin clinic in Whitefield | Hair Clinic in Whitefield,,+91 98801 20961,Varthur Main Rd,4.9,43,Unknown,https://www.google.com/maps/place/AS+Health+-+Dental+clinic+in+Whitefield+%7C+Skin+clinic+in+Whitefield+%7C+Hair+Clinic+in+Whitefield/data=!4m7!3m6!1s0x3bae13b9ce006f79:0x169f269a339429ed!8m2!3d12.9571821!4d77.7355004!16s%2Fg%2F11p_6vxgp2!19sChIJeW8AzrkTrjsR7SmUM5omnxY?authuser=0&hl=en&rclk=1,http://asdentalcare.co.in/,Google Maps
Sabka dentist,,+91 91083 39321,"2nd Floor, Guru Shree Towers, 3rd, Cross Rd, next to Kotak Mahindra Bank",4.6,944,Unknown,https://www.google.com/maps/place/Sabka+dentist/data=!4m7!3m6!1s0x3bae0d847ea67783:0x23b1cc95679d6f92!8m2!3d12.9634357!4d77.7484783!16s%2Fg%2F11h4zgv426!19sChIJg3emfoQNrjsRkm-dZ5XMsSM?authuser=0&hl=en&rclk=1,https://sabkadentist.com/dental-clinics-in-bangalore/whitefield/,Google Maps
Dentally Yours Dental Clinic - Whitefield,,+91 96118 54058,Immadihalli Main Rd,5.0,164,Unknown,https://www.google.com/maps/place/Dentally+Yours+Dental+Clinic+-+Whitefield/data=!4m7!3m6!1s0x3bae0d0010a75b3b:0xe0b395720c2b5612!8m2!3d12.9669254!4d77.7618081!16s%2Fg%2F11w3xm2bgx!19sChIJO1unEAANrjsRElYrDHKVs-A?authuser=0&hl=en&rclk=1,https://www.dentallyyoursclinic.com/,Google Maps
Growing Smiles ® Dental Clinic,,+91 93193 73963,"Ground floor, No 113/3, Nallurahalli Main Rd",4.9,619,Unknown,https://www.google.com/maps/place/Growing+Smiles+%C2%AE+Dental+Clinic/data=!4m7!3m6!1s0x3bae13327c8609b3:0x4a729c70a2462524!8m2!3d12.9618571!4d77.732786!16s%2Fg%2F11h77w542r!19sChIJswmGfDITrjsRJCVGonCccko?authuser=0&hl=en&rclk=1,https://growingsmilesdentists.com/,Google Maps
"Microsmiles Dental Care,",,+91 99160 92992,"17, Varthur Main Rd",4.9,410,Unknown,"https://www.google.com/maps/place/Microsmiles+Dental+Care,/data=!4m7!3m6!1s0x3bae1337a7468019:0xcf66461b0ff5b609!8m2!3d12.9556068!4d77.7190523!16s%2Fg%2F11tc8npkt7!19sChIJGYBGpzcTrjsRCbb1DxtGZs8?authuser=0&hl=en&rclk=1",https://microsmiles.in/,Google Maps
Dentalis Multi-Speciality Dental Clinic Whitefield,,+91 89516 11570,"XQQ5+JQ4, 1st floor, AB Vajpayee Road Maithri Layout, Kadugodi, AB Vajpayee layout",4.8,147,Unknown,https://www.google.com/maps/place/Dentalis+Multi-Speciality+Dental+Clinic+Whitefield/data=!4m7!3m6!1s0x3bae0fad4b710c41:0x8831f0c619341d7e!8m2!3d12.9885124!4d77.7595829!16s%2Fg%2F11h0m3lhqn!19sChIJQQxxS60PrjsRfh00GcbwMYg?authuser=0&hl=en&rclk=1,https://dentalis.in/,Google Maps
You Smile Dental Clinic,,+91 78928 01584,"1st floor, Before Whitefield post office, 271, Borewell Rd, near vivero preschool",4.9,252,Unknown,https://www.google.com/maps/place/You+Smile+Dental+Clinic/data=!4m7!3m6!1s0x3bae0df93beb20c5:0xbe109ce2c7937468!8m2!3d12.9681312!4d77.7487586!16s%2Fg%2F11dxbjqm6v!19sChIJxSDrO_kNrjsRaHSTx-KcEL4?authuser=0&hl=en&rclk=1,https://www.yousmiledentals.com/,Google Maps
32 Smiles Multispeciality Dental Clinics | Advanced Root Canal | Dental Implants | Invisalign & Braces |,,+91 99728 71037,"115, 1st Floor, 5th Main, Channasandra Main Rd",4.7,677,Unknown,https://www.google.com/maps/place/32+Smiles+Multispeciality+Dental+Clinics+%7C+Advanced+Root+Canal+%7C+Dental+Implants+%7C+Invisalign+%26+Braces+%7C/data=!4m7!3m6!1s0x3bae0e0c212a7f49:0x5a39696d143d8d33!8m2!3d12.9826138!4d77.7626174!16s%2Fg%2F11ddx5zm70!19sChIJSX8qIQwOrjsRM409FG1pOVo?authuser=0&hl=en&rclk=1,https://32smilesdentalclinics.com/whitefield/,Google Maps
DENTAL SQUARE,,+91 70226 95195,"23, &, Pattandur Agrahara Village Main Rd, next to Ganesha Temple, opposite FOYER INFINITY",5.0,714,Unknown,https://www.google.com/maps/place/DENTAL+SQUARE/data=!4m7!3m6!1s0x3bae11f0a6c2247f:0xc92db0705b747546!8m2!3d12.9804984!4d77.7335422!16s%2Fg%2F11g00y3_9x!19sChIJfyTCpvARrjsRRnV0W3CwLck?authuser=0&hl=en&rclk=1,http://dentalsquarewhitefield.in/,Google Maps
SmileMax Dental and Aesthetics Studio Whitefield,,+91 90363 65358,"Site No.2, 1st Floor Harikrupa Heights, Borewell Rd, above Medplus Pharmacy, next to Apollo Pharmacy",4.9,120,Unknown,https://www.google.com/maps/place/SmileMax+Dental+and+Aesthetics+Studio+Whitefield/data=!4m7!3m6!1s0x3bae13b32a6119a9:0x17070431d773fbcc!8m2!3d12.9687106!4d77.7450399!16s%2Fg%2F11pv5sd7z6!19sChIJqRlhKrMTrjsRzPtz1zEEBxc?authuser=0&hl=en&rclk=1,https://smilemaxdentalclinic.com/,Google Maps
Oyster Dental Clinic - Multispeciality Dental Clinic in Whitefield,,+91 80 4482 7012,"2nd Floor, CNS Complex, bus stop, 185, Varthur Main Rd, Opposite Thubarahalli",4.6,177,Unknown,https://www.google.com/maps/place/Oyster+Dental+Clinic+-+Multispeciality+Dental+Clinic+in+Whitefield/data=!4m7!3m6!1s0x3bae13ce4c1715f3:0xa51dd69e55ea6393!8m2!3d12.9556003!4d77.7217202!16s%2Fg%2F11h35p3tw8!19sChIJ8xUXTM4TrjsRk2PqVZ7WHaU?authuser=0&hl=en&rclk=1,https://oysterdental.co.in/,Google Maps
Imex Care Clinic,,+91 99162 20121,"Varthur Main Rd, above Sufyan Dry Fruits, opposite DSR VERTEX AND APEX",4.9,1644,Unknown,https://www.google.com/maps/place/Imex+Care+Clinic/data=!4m7!3m6!1s0x3bae123e9af0d743:0x4dc908873ae6d807!8m2!3d12.9557071!4d77.7185825!16s%2Fg%2F11c74fs8b0!19sChIJQ9fwmj4SrjsRB9jmOocIyU0?authuser=0&hl=en&rclk=1,https://careimex.com/,Google Maps
Renuka Cure and Smile Dental Clinic,,+91 98360 64888,"56/6, Borewell Road, Layout, near Victorian View",5.0,188,Unknown,https://www.google.com/maps/place/Renuka+Cure+and+Smile+Dental+Clinic/data=!4m7!3m6!1s0x3bae0fe980793a77:0xdff843e6c29e29ce!8m2!3d12.9690645!4d77.7377125!16s%2Fg%2F11lb2dfcf8!19sChIJdzp5gOkPrjsRzimewuZD-N8?authuser=0&hl=en&rclk=1,https://www.renukacureandsmiledental.com/,Google Maps
