Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Website URL,Source
House Of Smiles Dental & Implant Center,,+91 78297 14143,"No12, 2nd block, 13th Cross Rd",5.0,198,Unknown,https://www.google.com/maps/place/House+Of+Smiles+Dental+%26+Implant+Center/data=!4m7!3m6!1s0x3bae17a16d987ddf:0x1fbc0592ab7d28e5!8m2!3d12.9770154!4d77.6357451!16s%2Fg%2F11hz07jz55!19sChIJ332YbaEXrjsR5Sh9q5IFvB8?authuser=0&hl=en&rclk=1,https://houseofsmilesdental.in/#utm_source=GMB&utm_medium=website_button&utm_campaign=gmb_website_button,Google Maps
Amala Dental Clinic,,+91 63614 49307,"21st Main, Buchappa Rd, behind Sri Rama Temple Road",4.0,12,Unknown,https://www.google.com/maps/place/Amala+Dental+Clinic/data=!4m7!3m6!1s0x3bae1596157c4a19:0xc0f48b485c4e5222!8m2!3d12.9451797!4d77.627592!16s%2Fg%2F11lcc_601r!19sChIJGUp8FZYVrjsRIlJOXEiL9MA?authuser=0&hl=en&rclk=1,https://amaladentalclinic.com/,Google Maps
Xaviers Dental - Family Dentistry Bangalore,,+91 93807 61781,"736, Chinmaya Mission Hospital Rd",4.6,24,Unknown,https://www.google.com/maps/place/Xaviers+Dental+-+Family+Dentistry+Bangalore/data=!4m7!3m6!1s0x3bae173a8bb7c775:0xf6afbf8252368fa7!8m2!3d12.97871!4d77.6445449!16s%2Fg%2F11pb1w4xl0!19sChIJdce3izoXrjsRp482UoK_r_Y?authuser=0&hl=en&rclk=1,http://www.xaviersdental.in/,Google Maps
Dentalign Indiranagar Dental Clinic,,+91 80 2521 3929,"Ground Floor, Ivanhoe, 80 Feet Rd, opposite brik oven",4.5,48,Unknown,https://www.google.com/maps/place/Dentalign+Indiranagar+Dental+Clinic/data=!4m7!3m6!1s0x3bae16ae3eaa6f05:0x98392b1857f4a78!8m2!3d12.9801848!4d77.6461369!16s%2Fg%2F1tplj531!19sChIJBW-qPq4WrjsReEp_hbGSgwk?authuser=0&hl=en&rclk=1,http://www.dentalign.in/,Google Maps
St. John's Dental Clinic,,+91 95359 84087,"178, 18th B Main Rd",3.6,14,Unknown,https://www.google.com/maps/place/St.+John%27s+Dental+Clinic/data=!4m7!3m6!1s0x3bae1445eaf02d9b:0x1acea5dda21dde6f!8m2!3d12.9389923!4d77.6205733!16s%2Fg%2F1tctq2_y!19sChIJmy3w6kUUrjsRb94dot2lzho?authuser=0&hl=en&rclk=1,http://www.stjohnsdentalclinic.com/,Google Maps
Diva Dental Care,,+91 98866 74330,"462/1-35, Next to Shankar Residency 12th Cross, 8th Main Rd",4.9,268,Unknown,https://www.google.com/maps/place/Diva+Dental+Care/data=!4m7!3m6!1s0x3bae15c8dadf698d:0x658399844cbabd8e!8m2!3d12.9473524!4d77.5983718!16s%2Fg%2F1tfc0gbz!19sChIJjWnf2sgVrjsRjr26TISZg2U?authuser=0&hl=en&rclk=1,https://www.divadentalclinics.com/,Google Maps
RADHA GOVIND DENTAL CLINIC,,+91 79750 49901,"G11, Sanklecha sadan Complex, 63, Akkipete Main Rd, opp. J Telecom",5.0,49,Unknown,https://www.google.com/maps/place/RADHA+GOVIND+DENTAL+CLINIC/data=!4m7!3m6!1s0x3bae1718959d568b:0x6af497d9cf8bbe92!8m2!3d12.9703321!4d77.5720015!16s%2Fg%2F11xg721lx5!19sChIJi1adlRgXrjsRkr6Lz9mX9Go?authuser=0&hl=en&rclk=1,https://radha-govind-clinic-ry7o8gal-site.azonova.com/,Google Maps
Glamour Dental Care,,+91 96203 99620,"Ground floor, 133, Narayan Pillai St",5.0,136,Unknown,https://www.google.com/maps/place/Glamour+Dental+Care/data=!4m7!3m6!1s0x3bae1743838801f5:0x3cf01ba746abbb3b!8m2!3d12.9891422!4d77.6098571!16s%2Fg%2F11lb1406df!19sChIJ9QGIg0MXrjsRO7urRqcb8Dw?authuser=0&hl=en&rclk=1,https://glamourdentalcare.in/,Google Maps
Vignesh Dental Care,,+91 97414 91955,"108, St Johns Rd",4.8,20,Unknown,https://www.google.com/maps/place/Vignesh+Dental+Care/data=!4m7!3m6!1s0x3bae168eb0675bd7:0x1cf3e0756152da95!8m2!3d12.9843016!4d77.6140545!16s%2Fg%2F11c4cynrvc!19sChIJ11tnsI4WrjsRldpSYXXg8xw?authuser=0&hl=en&rclk=1,http://www.vigneshdentalcare.com/,Google Maps
"Dr. Chahal Aesthetic Clinic, VivekNagar |Hair Transplant Centre|Dental Services|Skin Care Services|Weightloss Services",,+91 82960 19919,"212, 4th Main Rd, opp. ESI Dispensary",4.9,2219,Unknown,"https://www.google.com/maps/place/Dr.+Chahal+Aesthetic+Clinic,+VivekNagar+%7CHair+Transplant+Centre%7CDental+Services%7CSkin+Care+Services%7CWeightloss+Services/data=!4m7!3m6!1s0x3bae15743c2d45f5:0x53855893b7ee3bac!8m2!3d12.9542701!4d77.6221949!16s%2Fg%2F11hyn53j7f!19sChIJ9UUtPHQVrjsRrDvut5NYhVM?authuser=0&hl=en&rclk=1",http://www.drchahalaesthetics.com/,Google Maps
Silva Dent Multi-Speciality Dental Clinic,,+91 80 4123 2499,"118, First Floor Main Road,, 560002, Avenue Rd",4.7,52,Unknown,https://www.google.com/maps/place/Silva+Dent+Multi-Speciality+Dental+Clinic/data=!4m7!3m6!1s0x3bae160b8c0d0511:0xf905d51e9b67455d!8m2!3d12.9716976!4d77.5809536!16s%2Fg%2F1ttpfb16!19sChIJEQUNjAsWrjsRXUVnmx7VBfk?authuser=0&hl=en&rclk=1,https://silva-dent.grexa.site/,Google Maps
Dental Health Clinic,,+91 98450 17219,"B3,B4, Chartered Ambaprasad, Bull Temple Rd",4.7,6,No,https://www.google.com/maps/place/Laser+Dental+Health+Centre/data=!4m7!3m6!1s0x3bae14198058705b:0x10467e8eae379a5a!8m2!3d12.960464!4d77.6360126!16s%2Fg%2F11fz9yvk3f!19sChIJW3BYgBkUrjsRWpo3ro5-RhA?authuser=0&hl=en&rclk=1,https://healthydental.in/solution/bridges/,Google Maps
PowerSmiles Dental Clinic,,+91 89518 80034,"811, 10th Main Rd",5.0,440,Unknown,https://www.google.com/maps/place/PowerSmiles+Dental+Clinic/data=!4m7!3m6!1s0x3bae159f7c4dd013:0xac73f29b08b0df3f!8m2!3d12.9245413!4d77.5848172!16s%2Fg%2F1tfq32kw!19sChIJE9BNfJ8VrjsRP9-wCJvyc6w?authuser=0&hl=en&rclk=1,http://www.powersmilesdental.com/,Google Maps
Smile Care Orthodontic Center & Multispeciality Dental Clinic In Bellandur,,+91 82960 22672,"Ground Floor, Central Mall, Bellandur Main Rd, opp. to Shahi Exports",4.5,228,Unknown,https://www.google.com/maps/place/Smile+Care+Orthodontic+Center+%26+Multispeciality+Dental+Clinic+In+Bellandur/data=!4m7!3m6!1s0x3bae1374fd069e49:0x712f6dc0735d8617!8m2!3d12.9228944!4d77.6742354!16s%2Fg%2F11c380_f7j!19sChIJSZ4G_XQTrjsRF4Zdc8BtL3E?authuser=0&hl=en&rclk=1,https://smilecareorthodental4u.com/,Google Maps
Eiliyah Dental Care,,+91 98868 67622,"471, 8th Main Rd",4.8,62,Unknown,https://www.google.com/maps/place/Eiliyah+Dental+Care/data=!4m7!3m6!1s0x3bae15c9bba37db1:0x25fb49940d288855!8m2!3d12.9467532!4d77.6001941!16s%2Fg%2F11bx9d330t!19sChIJsX2ju8kVrjsRVYgoDZRJ-yU?authuser=0&hl=en&rclk=1,https://eiliyah-dental-care.grexa.site/,Google Maps
Excel Dental Care,,+91 94831 51643,"884, 19th main, 39th Cross Rd",4.9,661,Unknown,https://www.google.com/maps/place/Excel+Dental+Care/data=!4m7!3m6!1s0x3bae150a1955a609:0x3067f4a315c6e6d2!8m2!3d12.920815!4d77.5902446!16s%2Fg%2F11gfdd6n16!19sChIJCaZVGQoVrjsR0ubGFaP0ZzA?authuser=0&hl=en&rclk=1,https://www.exceldentalcare.in/,Google Maps
Arihant Dental Center,,+91 82963 23031,"166/1, 5th Main Rd, next to Indian.bank",4.9,162,Unknown,https://www.google.com/maps/place/Arihant+Dental+Center/data=!4m7!3m6!1s0x3bae15f8e76538db:0x9d48848cd4711084!8m2!3d12.9574219!4d77.5714169!16s%2Fg%2F11b6xg4sdm!19sChIJ2zhl5_gVrjsRhBBx1IyESJ0?authuser=0&hl=en&rclk=1,https://arihantdental.com/,Google Maps
Manya Dental Clinics | Jayanagar,,+91 72045 14222,"1st Floor, 9th Main Rd, above Sri Ambati Jewellers, near Apollo Hospital",4.9,251,Unknown,https://www.google.com/maps/place/Manya+Dental+Clinics+%7C+Jayanagar/data=!4m7!3m6!1s0x3bae1596a699e299:0xd5e55375e9d800fc!8m2!3d12.9363971!4d77.5838923!16s%2Fg%2F11vqhq5h63!19sChIJmeKZppYVrjsR_ADY6XVT5dU?authuser=0&hl=en&rclk=1,https://manyadental.in/?utm_source=jayanagar&utm_medium=maps&utm_campaign=gmb&utm_id=gmb,Google Maps
Apollo Dental CMH Road (Indiranagar),,+91 90710 55544,"1st Floor, Chinmaya Mission Hospital Rd, opp. to Metro Pillar 81",4.9,433,Unknown,https://www.google.com/maps/place/Apollo+Dental+CMH+Road+%28Indiranagar%29/data=!4m7!3m6!1s0x3bae178287b98785:0x92b56f18b0c5ef4e!8m2!3d12.9783208!4d77.6352617!16s%2Fg%2F11xlz2s5tx!19sChIJhYe5h4IXrjsRTu_FsBhvtZI?authuser=0&hl=en&rclk=1,https://apollodentalindiranagar.com/,Google Maps
Dr C Jagadeesh's Dental Clinic,,+91 80 4115 3444,"687, 9th A Main Rd, near CHINMAYA MISSION HOSPITAL",4.9,1693,Unknown,https://www.google.com/maps/place/Dr+C+Jagadeesh%27s+Dental+Clinic/data=!4m7!3m6!1s0x3bae16aefd95a215:0x5dd1215eab9116a4!8m2!3d12.9775577!4d77.6435672!16s%2Fg%2F11b6q9ng_8!19sChIJFaKV_a4WrjsRpBaRq14h0V0?authuser=0&hl=en&rclk=1,https://www.drcjagadeesh.com/,Google Maps
Dezy Dental,,+91 76187 92440,"No. 197/1, Ground Floor",4.7,514,Unknown,https://www.google.com/maps/place/Dezy+Dental/data=!4m7!3m6!1s0x3bae17ee773d6f83:0x662b4bb2505d760!8m2!3d12.9778136!4d77.6364324!16s%2Fg%2F11tsf45b_m!19sChIJg289d-4XrjsRYNcFJbu0YgY?authuser=0&hl=en&rclk=1,https://www.dezy.com/clinics/bangalore/best-dental-clinic-bangalore-indiranagar-2nd-stage,Google Maps
V DENTAL AND IMPLANT CENTER,,+91 90371 51894,"2nd floor, 531, 2nd Main Rd, near BDA Complex, next to UCO Bank",4.8,127,Unknown,https://www.google.com/maps/place/V+DENTAL+AND+IMPLANT+CENTER/data=!4m7!3m6!1s0x3bae176a383d729f:0xdd2c7397130a160!8m2!3d12.9814355!4d77.6356391!16s%2Fg%2F11h0mcc44l!19sChIJn3I9OGoXrjsRYKEwcTnH0g0?authuser=0&hl=en&rclk=1,https://vdentalandimplantcenter.com/,Google Maps
Smile Works Dental Clinic,,+91 91087 83903,"68, 4th Cross Road, 10th Main Road Hal",4.9,281,Unknown,https://www.google.com/maps/place/Smile+Works+Dental+Clinic/data=!4m7!3m6!1s0x3bae16a4516d5785:0x62d8b5efe075fb50!8m2!3d12.9761286!4d77.6389252!16s%2Fg%2F11ddz9bgj7!19sChIJhVdtUaQWrjsRUPt14O-12GI?authuser=0&hl=en&rclk=1,https://www.rucheet.com/,Google Maps
"Odus Dental & Implant Centre - Indiranagar, Bengaluru",,+91 70029 73244,"3262, 13th Cross Rd",5.0,125,Unknown,"https://www.google.com/maps/place/Odus+Dental+%26+Implant+Centre+-+Indiranagar,+Bengaluru/data=!4m7!3m6!1s0x3bae17b0513963ab:0x61bda97c66a77c77!8m2!3d12.9722156!4d77.6349849!16s%2Fg%2F11yn8v815f!19sChIJq2M5UbAXrjsRd3ynZnypvWE?authuser=0&hl=en&rclk=1",https://odusdental.com/,Google Maps
Dentakraft Dental & Oral Care-Dental Clinic Indiranagar,,+91 80733 33129,"837/1 ,7th main, 2nd cross, Ambedkar college road",4.9,328,Unknown,https://www.google.com/maps/place/Dentakraft+Dental+%26+Oral+Care-Dental+Clinic+Indiranagar/data=!4m7!3m6!1s0x3bae16a6521f7441:0x86e70936dcc3ec3c!8m2!3d12.9725587!4d77.6399839!16s%2Fg%2F11g_m6vyc!19sChIJQXQfUqYWrjsRPOzD3DYJ54Y?authuser=0&hl=en&rclk=1,https://www.dentakraft.com/,Google Maps
DR. PALLAVI'S DENTAL CARE,,+91 99085 84300,"135, 18th Main Rd, opposite Apollo pharmacy",5.0,203,Unknown,https://www.google.com/maps/place/DR.+PALLAVI%27S+DENTAL+CARE/data=!4m7!3m6!1s0x3bae15aaed6e86cb:0x1ebcdba5d29f9953!8m2!3d12.9624279!4d77.6428792!16s%2Fg%2F11t25nrhg5!19sChIJy4Zu7aoVrjsRU5mf0qXbvB4?authuser=0&hl=en&rclk=1,https://drpallavisdentalcare.com/about-us,Google Maps
Smile Station - Indiranagar | Dentist | Dental Clinic,,+91 91871 15906,"indiranagar, 8, 1st Main Rd",4.8,276,Unknown,https://www.google.com/maps/place/Smile+Station+-+Indiranagar+%7C+Dentist+%7C+Dental+Clinic/data=!4m7!3m6!1s0x3bae16a59a08d36d:0xf13b8b93b648de42!8m2!3d12.9642298!4d77.6400473!16s%2Fg%2F11b6027sy8!19sChIJbdMImqUWrjsRQt5ItpOLO_E?authuser=0&hl=en&rclk=1,https://smilestation.in/?utm_source=GMB&utm_medium=GMB&utm_campaign=listing,Google Maps
American Dental Practices,,+91 97403 31805,"790, 9th A Main Rd",4.9,128,Unknown,https://www.google.com/maps/place/American+Dental+Practices/data=!4m7!3m6!1s0x3bae172328443eb7:0x882b5360210862dd!8m2!3d12.9774608!4d77.6384974!16s%2Fg%2F11stz7wtb4!19sChIJtz5EKCMXrjsR3WIIIWBTK4g?authuser=0&hl=en&rclk=1,https://americandentalpractices.in/,Google Maps
Dental Sanctuary,,+91 70194 31864,"Ground Floor, UKS Steel Plaza, No. 2216, 80 Feet Rd",4.9,346,Unknown,https://www.google.com/maps/place/Dental+Sanctuary/data=!4m7!3m6!1s0x3bae15f9f3558e35:0x6ee7ced9c8a1564c!8m2!3d12.96742!4d77.6483178!16s%2Fg%2F11vyvyg3zt!19sChIJNY5V8_kVrjsRTFahyNnO524?authuser=0&hl=en&rclk=1,http://www.dentalsanctuary.in/,Google Maps
Roots and Grins,,+91 63660 40123,"3037, 8th Main Rd",5.0,127,Unknown,https://www.google.com/maps/place/Roots+and+Grins/data=!4m7!3m6!1s0x3bae177a4840b2e5:0x166c78e64fba3fca!8m2!3d12.9730417!4d77.646727!16s%2Fg%2F11wncxs4yg!19sChIJ5bJASHoXrjsRyj-6T-Z4bBY?authuser=0&hl=en&rclk=1,https://rootsandgrinsdental.com/,Google Maps
Star Dental Clinic,,+91 98862 50057,"Landmark is, 55, 17th A main, 100 Feet Rd, behind Kivraj Bajaj Motors showroom on",4.9,719,Unknown,https://www.google.com/maps/place/Star+Dental+Clinic/data=!4m7!3m6!1s0x3bae1404ba7082d3:0x81f33fd063602b98!8m2!3d12.9629312!4d77.6426553!16s%2Fg%2F11c5436jk9!19sChIJ04JwugQUrjsRmCtgY9A_84E?authuser=0&hl=en&rclk=1,http://stardentalindiranagar.in/,Google Maps
Flourish Dental Studio & INVISALIGN- Dr Mrignaini |Implants| Dentures| Root canals|Best Dental Clinic in Indiranagar,,+91 96111 14324,"2nd Cross, 842, 7th Main Rd",5.0,95,Unknown,https://www.google.com/maps/place/Flourish+Dental+Studio+%26+INVISALIGN-+Dr+Mrignaini+%7CImplants%7C+Dentures%7C+Root+canals%7CBest+Dental+Clinic+in+Indiranagar/data=!4m7!3m6!1s0x3bae176e0fb20a99:0x1c88539c133f9065!8m2!3d12.9720114!4d77.6399814!16s%2Fg%2F11rhdtlh38!19sChIJmQqyD24XrjsRZZA_E5xTiBw?authuser=0&hl=en&rclk=1,http://flourishdental.studio/,Google Maps
Narayana Specialists Dental and Implant Center,,+91 90083 00001,"ESI HOSPITAL, 3125, 6th c cros, double Road",4.9,352,Unknown,https://www.google.com/maps/place/Narayana+Specialists+Dental+and+Implant+Center/data=!4m7!3m6!1s0x3bae16a0d7141803:0x2f4dbbd3a43ff36d!8m2!3d12.9718493!4d77.6358593!16s%2Fg%2F12cp02ffc!19sChIJAxgU16AWrjsRbfM_pNO7TS8?authuser=0&hl=en&rclk=1,https://narayanadental.com/,Google Maps
Prosmiles Dental,,+91 81235 57113,"2, Chinmaya Mission Hospital Rd",4.4,175,Unknown,https://www.google.com/maps/place/Prosmiles+Dental/data=!4m7!3m6!1s0x3bae17a0ad77b387:0x6b3576489b5b3a76!8m2!3d12.9781697!4d77.6404985!16s%2Fg%2F11h71n52rv!19sChIJh7N3raAXrjsRdjpbm0h2NWs?authuser=0&hl=en&rclk=1,https://prosmilesdentalclinic.com/,Google Maps
EXCELLENCE DENTAL,,+91 96860 39281,"4032, 1st floor, Golden Lights, 100 Feet Rd, above Equitas bank",4.9,177,Unknown,https://www.google.com/maps/place/EXCELLENCE+DENTAL/data=!4m7!3m6!1s0x3bae16a610fbf053:0x81b1dc082186244e!8m2!3d12.9623251!4d77.641869!16s%2Fg%2F1hdzwdy94!19sChIJU_D7EKYWrjsRTiSGIQjcsYE?authuser=0&hl=en&rclk=1,http://theexcellencedental.com/,Google Maps
Smyle Dental and Orthodontic Clinic,,+91 96115 68833,"2023 A, 14 th main, 1st Cross Rd, next to new horizon school",4.8,96,Unknown,https://www.google.com/maps/place/Smyle+Dental+and+Orthodontic+Clinic/data=!4m7!3m6!1s0x3bae16a74acc0e49:0xce52d2d7be8e469a!8m2!3d12.9672849!4d77.6420491!16s%2Fg%2F11f105bcgk!19sChIJSQ7MSqcWrjsRmkaOvtfSUs4?authuser=0&hl=en&rclk=1,https://drsharanyasmyle.icloudhospital.com/,Google Maps
New MANTLE Dental Clinic & Orthodontic Center,,+91 99022 67172,"816, 10th A Main Rd, Stage 1, 7th Cross Rd",4.9,172,Unknown,https://www.google.com/maps/place/New+MANTLE+Dental+Clinic+%26+Orthodontic+Center/data=!4m7!3m6!1s0x3bae3d90d1555555:0x21c4a755d4c6ecb1!8m2!3d12.9772295!4d77.6379957!16s%2Fg%2F1vknmtnp!19sChIJVVVV0ZA9rjsRsezG1FWnxCE?authuser=0&hl=en&rclk=1,http://mantledentalclinic.com/,Google Maps
Ridgetop Dental International,,+91 78468 89900,"No-32, Thomsun Building, First Floor, SL Tower, 80 feet Road, Post, Indiranagar",5.0,186,Unknown,https://www.google.com/maps/place/Ridgetop+Dental+International/data=!4m7!3m6!1s0x3bae17a375d973c5:0xd4a28adbd30a7a4e!8m2!3d12.9714924!4d77.6473974!16s%2Fg%2F11ptv9y826!19sChIJxXPZdaMXrjsRTnoK09uKotQ?authuser=0&hl=en&rclk=1,https://www.ridgetopdental.in/,Google Maps
Dental Roots,,+91 97418 35002,"Dental Roots Root canal & Implant centre, 1st floor, 1050/A, New Thippasandra Main Rd, near Vishal Mart",4.9,309,Unknown,https://www.google.com/maps/place/Dental+Roots/data=!4m7!3m6!1s0x3bae1718fb31e103:0x525b75d2d22acd85!8m2!3d12.9722862!4d77.6493782!16s%2Fg%2F11ngh_03b_!19sChIJA-Ex-xgXrjsRhc0q0tJ1W1I?authuser=0&hl=en&rclk=1,http://www.dentalrootsclinics.wordpress.com/,Google Maps
Gratitude Dental Care (Indiranagar) - Dental Clinic,,+91 96205 22434,"2nd floor, metro station C entrance, Chinmaya mission hospital road 537/4,2nd floor,Robby Arcade, 537/4, Chinmaya Mission Hospital Rd, above Cafe Coffee day, opposite Indiranagar",4.9,49,Unknown,https://www.google.com/maps/place/Gratitude+Dental+Care+%28Indiranagar%29+-+Dental+Clinic/data=!4m7!3m6!1s0x3bae17d35829814f:0xe5c60b4db4f35515!8m2!3d12.9780767!4d77.6387345!16s%2Fg%2F11v6c4m91d!19sChIJT4EpWNMXrjsRFVXztE0LxuU?authuser=0&hl=en&rclk=1,https://gratitudedentalcare.com/,Google Maps
Small Bites - Indiranagar I Pediatric Dentist I Kids Dental Clinic,,+91 99720 97815,"1st Floor, Grace Building, No.135, 1st Main Rd",4.9,499,Unknown,https://www.google.com/maps/place/Small+Bites+-+Indiranagar+I+Pediatric+Dentist+I+Kids+Dental+Clinic/data=!4m7!3m6!1s0x3bae16a59a0cf09d:0x239788812845c0e7!8m2!3d12.9640852!4d77.6402191!16s%2Fg%2F1pv1bwy2j!19sChIJnfAMmqUWrjsR58BFKIGIlyM?authuser=0&hl=en&rclk=1,http://smallbites.in/,Google Maps
Happiest Pearls,,+91 87488 88874,"No 5, 6 & 7 80 ft road 1st main road, Professor U R Rao Rd",5.0,89,Unknown,https://www.google.com/maps/place/Happiest+Pearls/data=!4m7!3m6!1s0x3bae15e8e8e7640b:0x1fc99d89f50fcbe3!8m2!3d12.9679509!4d77.6366255!16s%2Fg%2F11mkq4yfk7!19sChIJC2Tn6OgVrjsR48sP9YmdyR8?authuser=0&hl=en&rclk=1,https://clinics.happiesthealth.com/clinics/happiest-pearls-indiranagar-branch?id=Happiest%20Pearls-Indiranagar%20Branch,Google Maps
Kamakshi Dental Indiranagar,,+91 97405 83538,"No 338 Ground floor 4th Main road, post, next to Baktha skin clinic",4.9,41,Unknown,https://www.google.com/maps/place/Kamakshi+Dental+Indiranagar/data=!4m7!3m6!1s0x3bae1481ed527bf5:0xf4e45d019537f5!8m2!3d12.9710552!4d77.6487286!16s%2Fg%2F124ydg84s!19sChIJ9XtS7YEUrjsR9TeVAV3k9AA?authuser=0&hl=en&rclk=1,https://kamakshidental.com/,Google Maps
Dental Perk Multispeciality Dental and Implant Centre,,+91 96009 06503,"first floor, No 844, 5th Main Rd",4.9,38,Unknown,https://www.google.com/maps/place/Dental+Perk+Multispeciality+Dental+and+Implant+Centre/data=!4m7!3m6!1s0x3bae1704b41f38bb:0x74d4e461686c9a0d!8m2!3d12.9801209!4d77.6372479!16s%2Fg%2F11rwq5g367!19sChIJuzgftAQXrjsRDZpsaGHk1HQ?authuser=0&hl=en&rclk=1,http://www.dentalperk.com/,Google Maps
Jay Smiles,,+91 98450 27120,"2nd Floor, 2011",5.0,77,Unknown,https://www.google.com/maps/place/Jay+Smiles/data=!4m7!3m6!1s0x3bae15510c6771bb:0x3216fdf361da55a3!8m2!3d12.965379!4d77.6416849!16s%2Fg%2F11wqfyk4g_!19sChIJu3FnDFEVrjsRo1XaYfP9FjI?authuser=0&hl=en&rclk=1,http://www.jaysmiles.in/,Google Maps
Elysiann,,+91 95384 00333,"630, 1st Main Rd",4.9,37,Unknown,https://www.google.com/maps/place/Elysiann/data=!4m7!3m6!1s0x3bae19f8bbfa6639:0xe7c211ff610e0bfc!8m2!3d12.9826869!4d77.6385374!16s%2Fg%2F11my1jrq0c!19sChIJOWb6u_gZrjsR_AsOYf8Rwuc?authuser=0&hl=en&rclk=1,https://elysiannhealthcare.com/,Google Maps
Dr. Supriya Rai's Dental Clinic,,+91 80 2528 0669,"60, Century Apts, 100 Feet Rd",4.1,47,Unknown,https://www.google.com/maps/place/Dr.+Supriya+Rai%27s+Dental+Clinic/data=!4m7!3m6!1s0x3bae16b0085dd585:0x2378dc54451d829c!8m2!3d12.9745198!4d77.6413058!16s%2Fg%2F1tfjz99r!19sChIJhdVdCLAWrjsRnIIdRVTceCM?authuser=0&hl=en&rclk=1,http://www.supriyaraidentalcare.com/,Google Maps
Olive Dental,,+91 96878 73434,"GROUND FLOOR,2, OLD RAMESHWARAM CAFE, 4159, 14th Main Rd, near NEW HORIZON SCHOOL",5.0,55,Unknown,https://www.google.com/maps/place/Olive+Dental/data=!4m7!3m6!1s0x3bae15a8bd0891e7:0x59d1ea61f5ad67fc!8m2!3d12.9677367!4d77.6458286!16s%2Fg%2F11l5zcpwdc!19sChIJ55EIvagVrjsR_Get9WHq0Vk?authuser=0&hl=en&rclk=1,http://olivedental.net/,Google Maps
Tooth Affair Dental Clinic,,+91 76762 06206,"730, 2, Chinmaya Mission Hospital Rd, opp. Starbucks - Indiranagar, above I-Gate Optics",4.2,42,Unknown,https://www.google.com/maps/place/Tooth+Affair+Dental+Clinic/data=!4m7!3m6!1s0x3bae16a59965b1f3:0xa05c038efe7d2c24!8m2!3d12.9786713!4d77.6452132!16s%2Fg%2F124ybmqz0!19sChIJ87FlmaUWrjsRJCx9_o4DXKA?authuser=0&hl=en&rclk=1,https://toothaffair.com/,Google Maps
Dental De Care | Dr Pramod KM | Invisalign & Orthodontic Centre | Domlur,,+91 73383 89911,"111, 4th Main Rd",4.9,133,Unknown,https://www.google.com/maps/place/Dental+De+Care+%7C+Dr+Pramod+KM+%7C+Invisalign+%26+Orthodontic+Centre+%7C+Domlur/data=!4m7!3m6!1s0x3bae154c1fec19b7:0x8506aae41836ac25!8m2!3d12.9632264!4d77.6390495!16s%2Fg%2F11h54g7tht!19sChIJtxnsH0wVrjsRJaw2GOSqBoU?authuser=0&hl=en&rclk=1,https://www.dentaldecare.com/,Google Maps
Dentistree Family Dental Clinic,,+91 99015 81004,"1651, 10th Main Rd",4.9,160,Unknown,https://www.google.com/maps/place/Dentistree+Family+Dental+Clinic/data=!4m7!3m6!1s0x3bae1557e208bc7d:0xaa17849aceefeb61!8m2!3d12.968833!4d77.6490038!16s%2Fg%2F11j1182bb_!19sChIJfbwI4lcVrjsRYevvzpqEF6o?authuser=0&hl=en&rclk=1,https://dentistreeclinic.com/,Google Maps
Vibha Dental Care Centre,,+91 80500 02060,"166, 2nd Cross Rd, near Kalki Temple & TERI",4.3,109,Unknown,https://www.google.com/maps/place/Vibha+Dental+Care+Centre/data=!4m7!3m6!1s0x3bae141c76fce61b:0x4256017052cddca9!8m2!3d12.9639127!4d77.6383624!16s%2Fg%2F1tdg66yp!19sChIJG-b8dhwUrjsRqdzNUnABVkI?authuser=0&hl=en&rclk=1,http://www.vibhadental.com/,Google Maps
Pearl dental care,,+91 77609 84391,"4059, 19th A Main Rd, behind Carlton Towers",4.1,145,Unknown,https://www.google.com/maps/place/Pearl+dental+care/data=!4m7!3m6!1s0x3bae1401f225b275:0x1a3d2a2de38ce2ad!8m2!3d12.9613175!4d77.6439382!16s%2Fg%2F1hm2150cr!19sChIJdbIl8gEUrjsRreKM4y0qPRo?authuser=0&hl=en&rclk=1,http://www.drmitali.com/,Google Maps
Amar Jyothi Dental Clinic ~ DR RUPA K R,,+91 84318 07544,"Ground Floor, Amar jyothi nursing home, 489, Chinmaya Mission Hospital Rd, beside Karnataka Bank, near CHINMAYA MISSION HOSPITAL",5.0,109,Unknown,https://www.google.com/maps/place/Amar+Jyothi+Dental+Clinic+~+DR+RUPA+K+R/data=!4m7!3m6!1s0x3bae174a1f5669d1:0x8609c0c5f1794fa5!8m2!3d12.978635!4d77.6420906!16s%2Fg%2F11y27stkb8!19sChIJ0WlWH0oXrjsRpU958cXACYY?authuser=0&hl=en&rclk=1,https://rupa.dentist/,Google Maps
Dr Dhruv Dental Care,,+91 88847 57388,"48/1, Chinmaya Mission Hospital Rd",5.0,11,Unknown,https://www.google.com/maps/place/Dr+Dhruv+Dental+Care/data=!4m7!3m6!1s0x3bae16a63aa502b9:0xd3f0c3c123b86eeb!8m2!3d12.9781092!4d77.6349943!16s%2Fg%2F11b86wnk0n!19sChIJuQKlOqYWrjsR6264I8HD8NM?authuser=0&hl=en&rclk=1,https://drdhruv.com/,Google Maps
